"filename", "language", "SCSS", "JSON", "vue", "JSON with Comments", "JavaScript", "XML", "Markdown", "HTML", "CSS", "comment", "blank", "total"
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\send-sms-code.js", "JavaScript", 0, 0, 0, 0, 57, 0, 0, 0, 0, 11, 4, 72
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\package-lock.json", "JSON", 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 1, 160
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\package.json", "JSON", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id-pages\uniCloud\database\opendb-device.schema.json", "JSON", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id-pages\uniCloud\database\opendb-frv-logs.schema.json", "JSON", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 1, 45
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id-pages\uniCloud\database\uni-id-device.schema.json", "JSON", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id-pages\uniCloud\database\uni-id-log.schema.json", "JSON", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id-pages\uniCloud\database\uni-id-permissions.schema.json", "JSON", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id-pages\uniCloud\database\uni-id-roles.schema.json", "JSON", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id-pages\uniCloud\database\uni-id-users.schema.json", "JSON", 0, 473, 0, 0, 0, 0, 0, 0, 0, 0, 1, 474
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id\package.json", "JSON", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 11, 33
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id\uniCloud\cloudfunctions\common\uni-id\LICENSE.md", "Markdown", 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 33, 202
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id\uniCloud\cloudfunctions\common\uni-id\index.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id\uniCloud\cloudfunctions\common\uni-id\package-lock.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-id\uniCloud\cloudfunctions\common\uni-id\package.json", "JSON", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-list\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 1, 47
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-list\components\uni-list-ad\uni-list-ad.vue", "vue", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 10, 108
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-list\components\uni-list-chat\uni-list-chat.scss", "SCSS", 25, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 59
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-list\components\uni-list-chat\uni-list-chat.vue", "vue", 0, 0, 554, 0, 0, 0, 0, 0, 0, 0, 40, 594
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-list\components\uni-list-item\uni-list-item.vue", "vue", 0, 0, 508, 0, 0, 0, 0, 0, 0, 0, 26, 534
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-list\components\uni-list\uni-list.vue", "vue", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 8, 124
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-list\components\uni-list\uni-refresh.vue", "vue", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 3, 66
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-list\components\uni-list\uni-refresh.wxs", "XML", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 15, 88
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-list\package.json", "JSON", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-list\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 245, 0, 0, 10, 91, 346
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-load-more\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1, 20
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-load-more\components\uni-load-more\i18n\en.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-load-more\components\uni-load-more\i18n\index.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-load-more\components\uni-load-more\i18n\zh-Hans.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-load-more\components\uni-load-more\i18n\zh-Hant.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-load-more\components\uni-load-more\uni-load-more.vue", "vue", 0, 0, 347, 0, 0, 0, 0, 0, 0, 0, 53, 400
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-load-more\package.json", "JSON", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-load-more\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 15
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\package.json", "JSON", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 6
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\bridge-error.js", "JavaScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 8, 27
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\config.js", "JavaScript", 0, 0, 0, 0, 105, 0, 0, 0, 0, 1, 18, 124
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\consts.js", "JavaScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 7, 31
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\index.js", "JavaScript", 0, 0, 0, 0, 242, 0, 0, 0, 0, 1, 75, 318
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\package.json", "JSON", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\storage.js", "JavaScript", 0, 0, 0, 0, 90, 0, 0, 0, 0, 2, 20, 112
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\uni-cloud-cache.js", "JavaScript", 0, 0, 0, 0, 292, 0, 0, 0, 0, 5, 28, 325
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\validator.js", "JavaScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 5, 32
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\weixin-server.js", "JavaScript", 0, 0, 0, 0, 169, 0, 0, 0, 0, 2, 33, 204
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-open-bridge-common\uniCloud\database\opendb-open-data.schema.json", "JSON", 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 1, 20
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 1, 69
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup-dialog\keypress.js", "JavaScript", 0, 0, 0, 0, 42, 0, 0, 0, 0, 3, 1, 46
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup-dialog\uni-popup-dialog.vue", "vue", 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 20, 276
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup-message\uni-popup-message.vue", "vue", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 14, 144
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup-share\uni-popup-share.vue", "vue", 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 12, 188
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup\i18n\en.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup\i18n\index.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup\i18n\zh-Hans.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup\i18n\zh-Hant.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup\keypress.js", "JavaScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 6, 1, 46
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup\popup.js", "JavaScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 3, 3, 27
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\components\uni-popup\uni-popup.vue", "vue", 0, 0, 462, 0, 0, 0, 0, 0, 0, 0, 12, 474
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\package.json", "JSON", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-popup\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 11, 18
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\index.scss", "SCSS", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\package.json", "JSON", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 1, 83
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\styles\index.scss", "SCSS", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\styles\setting\_border.scss", "SCSS", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\styles\setting\_color.scss", "SCSS", 49, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2, 67
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\styles\setting\_radius.scss", "SCSS", 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 56
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\styles\setting\_space.scss", "SCSS", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 56
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\styles\setting\_styles.scss", "SCSS", 149, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 168
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\styles\setting\_text.scss", "SCSS", 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 25
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\styles\setting\_variables.scss", "SCSS", 103, 0, 0, 0, 0, 0, 0, 0, 0, 29, 15, 147
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\styles\tools\functions.scss", "SCSS", 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 20
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\theme.scss", "SCSS", 19, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 32
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-scss\variables.scss", "SCSS", 37, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 63
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-search-bar\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 3, 36
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-search-bar\components\uni-search-bar\i18n\en.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-search-bar\components\uni-search-bar\i18n\index.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-search-bar\components\uni-search-bar\i18n\zh-Hans.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-search-bar\components\uni-search-bar\i18n\zh-Hant.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-search-bar\components\uni-search-bar\uni-search-bar.vue", "vue", 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 12, 300
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-search-bar\package.json", "JSON", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-search-bar\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 15
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-tag\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 1, 22
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-tag\components\uni-tag\uni-tag.vue", "vue", 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 30, 253
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-tag\package.json", "JSON", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-tag\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 8, 14
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-transition\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 1, 23
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-transition\components\uni-transition\createAnimation.js", "JavaScript", 0, 0, 0, 0, 102, 0, 0, 0, 0, 21, 9, 132
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-transition\components\uni-transition\uni-transition.vue", "vue", 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 5, 287
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-transition\package.json", "JSON", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\uni-transition\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 5, 11
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\zy-form\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\zy-form\components\zy-form\index.scss", "SCSS", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 115
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\zy-form\components\zy-form\zy-form.vue", "vue", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 4, 205
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\zy-form\package.json", "JSON", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80
"c:\Users\64170\Documents\HBuilderProjects\vue2\uni_modules\zy-form\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\apk\cmManifestCache.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\__uniappchooselocation.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\__uniappes6.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\__uniappopenlocation.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\__uniapppicker.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\__uniappquill.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 8
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\__uniappquillimageresize.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\__uniappscan.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\__uniappview.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 4, 26
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\app-config-service.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 9
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\app-config.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\app-service.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 8
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\app-view.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\manifest.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\static\img\face-verify-icon.ea42b36b.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\static\img\photo.bb72ed3e.svg", "XML", 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 1, 20
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\static\img\rotate.e0dadbe4.svg", "XML", 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 1, 16
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\uni_modules\uni-id-pages\static\limeClipper\photo.svg", "XML", 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 1, 20
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\uni_modules\uni-id-pages\static\limeClipper\rotate.svg", "XML", 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 1, 16
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\view.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\cache\wgt\__UNI__D30BB6C\view.umd.min.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 6
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\.automator\app-plus\.automator.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\.automator\mp-weixin\.automator.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\__uniappchooselocation.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\__uniappes6.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\__uniappopenlocation.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\__uniapppicker.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\__uniappquill.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 8
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\__uniappquillimageresize.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\__uniappscan.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\__uniappview.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 4, 26
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\app-config-service.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 9
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\app-config.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\app-service.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 8
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\app-view.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\manifest.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\static\img\face-verify-icon.ea42b36b.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\static\img\photo.bb72ed3e.svg", "XML", 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 1, 20
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\static\img\rotate.e0dadbe4.svg", "XML", 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 1, 16
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\uni_modules\uni-id-pages\static\limeClipper\photo.svg", "XML", 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 1, 20
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\uni_modules\uni-id-pages\static\limeClipper\rotate.svg", "XML", 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 1, 16
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\view.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\64170\Documents\HBuilderProjects\vue2\unpackage\dist\build\app-plus\view.umd.min.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 6
